trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
473,3.7,1,63.75,8,5.5,77.25,0
1019,3.04,1,93.75,32,34.075,159.825,1
542,2.11,1,60,13,6.2,79.2,0
862,2.22,1,78.75,17,5.95,101.7,0
696,2.82,1,71.25,0,6,77.25,0
272,1.58,1,41.25,9,6.45,56.7,0
790,2.29,1,71.25,0,6,77.25,0
944,3.81,1,86.25,18,6.45,110.7,0
310,1.46,2,41.25,0,6,47.25,0
2003,15.34,1,243.75,50,5.95,299.7,0
1362,10.98,1,176.25,0,6,182.25,0
1724,7.58,1,153.75,18,26.625,198.375,1
605,4.57,1,82.5,15,6,103.5,0
275,1.26,1,37.5,0,6,43.5,0
462,1.92,1,112.5,0,2.25,114.75,0
816,3.81,3,86.25,0,34.125,120.375,1
872,3.7,1,86.25,28,26.75,141,1
2211,9.45,1,191.25,41,13.45,245.7,0
983,3.65,2,97.5,22,34.625,154.125,1
1612,10.44,1,168.75,44,5.65,218.4,0
337,1.61,1,45,0,9.75,54.75,0
516,1.66,1,56.25,12,6.45,74.7,0
665,3.06,2,71.25,24,27.075,122.325,1
1230,5.95,1,120,0,6,126,0
1271,12.89,1,187.5,0,55.125,242.625,0
912,2.74,1,82.5,0,6,88.5,0
404,2.3,1,52.5,0,6,58.5,0
550,3.38,0,67.5,23,26.875,117.375,1
631,3.35,1,71.25,20,10,101.25,0
1242,5.7,1,112.5,0,26.625,139.125,1
1112,4.94,1,108.75,0,26.625,135.375,1
293,1.66,1,41.25,0,9.75,51,0
515,2.59,1,56.25,0,6.075,62.325,0
253,1.4,1,37.5,9,5.7,52.2,0
792,4.67,1,90,22,34.625,146.625,1
299,1.01,1,37.5,9,5.7,52.2,0
458,1.92,1,52.5,8,5.5,66,0
580,2.62,1,63.75,15,6,84.75,0
463,2.25,1,56.25,12,6.375,74.625,0
613,2.46,2,63.75,14,5.95,83.7,0
651,4.51,3,78.75,0,26.625,105.375,1
2613,9.69,1,183.375,0,26.625,210,1
386,3.19,1,56.25,0,26.625,82.875,1
1760,12.55,1,210,47,26.95,283.95,1
390,2.24,1,48.75,15,26.7,90.45,1
819,3.06,1,112.5,23,2.2,137.7,0
590,2.43,1,63.75,15,9.45,88.2,0
97,0.84,1,33.75,8,5.95,47.7,0
548,2.53,1,63.75,18,10.125,91.875,0
1706,7.53,1,150,0,34.125,184.125,1
1412,6.92,2,131.25,29,13.45,173.7,0
905,3.06,1,82.5,18,5.7,106.2,0
585,1.8,1,60,24,33.675,117.675,1
636,3.89,1,78.75,21,26.7,126.45,1
220,1.35,1,37.5,0,9.75,47.25,0
395,1.77,1,48.75,8,5.5,62.25,0
764,3.44,1,78.75,17,5.95,101.7,0
517,2.54,6,60,13,6.2,79.2,0
203,1.5,1,37.5,0,6,43.5,0
650,5.86,3,97.5,21,5.7,124.2,0
1341,13.6,1,195,45,55.125,295.125,0
229,1.21,1,37.5,0,6,43.5,0
349,1.71,1,45,0,6,51,0
207,1.29,1,37.5,0,6,43.5,0
626,3.11,1,67.5,15,5.7,88.2,0
619,2.09,1,63.75,0,13.5,77.25,0
1263,4.41,1,112.5,24,5.7,142.2,0
1077,2.64,1,93.75,8,5.5,107.25,0
195,0.58,1,30,4,5.6,39.6,0
746,2.25,1,71.25,0,13.5,84.75,0
171,1.3,1,33.75,8,5.95,47.7,0
1631,5.1,1,135,0,6,141,0
230,1.24,2,37.5,8,5.5,51,0
439,2.57,1,56.25,15,34.125,105.375,1
518,3.38,2,71.25,30,9.75,111,0
484,3.94,1,75,0,9.75,84.75,0
586,1.63,1,56.25,0,6,62.25,0
593,2.3,1,63.75,14,5.95,83.7,0
838,4.18,1,90,20,9.625,119.625,0
1591,18.54,1,258.75,0,55.125,313.875,0
1075,4.43,1,105,11,10.225,126.225,0
990,3.75,1,97.5,0,6,103.5,0
733,2.62,1,71.25,21,13.65,105.9,0
946,9.59,1,142.5,46,9.425,197.925,0
521,2.51,1,56.25,0,13.5,69.75,0
316,1.46,1,41.25,0,6,47.25,0
1289,10.73,1,172.5,0,30.375,202.875,1
2829,28.47,1,390,99,6,495,0
403,1.95,1,48.75,15,6,69.75,0
488,1.85,1,56.25,0,9.75,66,0
2073,12.79,1,221.25,8,5.5,234.75,0
712,3.3,1,78.75,16,27.125,121.875,1
1722,16.03,5,236.25,54,34.2,324.45,1
914,5.49,1,105,23,9.7,137.7,0
343,1.56,1,45,0,9.75,54.75,0
421,1.13,2,45,0,6,51,0
1447,5.97,1,131.25,0,26.625,157.875,1
722,4.26,1,82.5,27,26.925,136.425,1
1045,4.51,2,97.5,25,26.375,148.875,1
1339,9.5,1,153.75,36,26.625,216.375,1
1555,8.56,1,153.75,40,5.9,199.65,0
933,9.32,1,142.5,22,27.125,191.625,1
534,2.78,1,63.75,0,13.5,77.25,0
863,4.99,1,93.75,0,26.625,120.375,1
694,6.1,1,101.25,0,13.5,114.75,0
911,9.5,1,142.5,0,6,148.5,0
567,2.72,1,63.75,0,6,69.75,0
746,3.91,1,78.75,22,30.2,130.95,1
775,5.95,1,101.25,38,27.025,166.275,1
722,4.35,2,82.5,22,26.375,130.875,1
1840,7.26,1,157.5,46,26.675,230.175,1
300,2.22,1,48.75,0,9.75,58.5,0
887,2.25,1,48.75,0,9.75,58.5,0
526,4.35,1,71.25,0,30.375,101.625,1
972,7.89,1,127.5,0,6,133.5,0
830,9.01,1,135,0,6,141,0
679,4.62,1,86.25,18,6.45,110.7,0
151,1.19,2,150,30,2.7,182.7,0
594,2.99,1,63.75,11,26.875,101.625,1
762,2.78,1,75,16,6.2,97.2,0
518,2.43,1,60,22,13.55,95.55,0
316,1.42,1,41.25,0,6,47.25,0
1492,7.5,1,150,35,26.95,211.95,1
1202,10.94,1,168.75,40,34.625,243.375,1
3375,6.36,1,255,0,6,261,0
523,2.3,1,60,15,13.2,88.2,0
1905,8.22,1,172.5,0,34.125,206.625,1
1596,4.23,1,131.25,39,27.075,197.325,1
701,2.53,1,67.5,11,6.025,84.525,0
581,2.48,1,63.75,15,13.95,92.7,0
4885,19.31,1,401.25,0,6,407.25,0
538,3.04,1,60,19,33.95,112.95,1
893,6.81,1,116.25,0,6,122.25,0
1062,3.94,1,93.75,36,26.775,156.525,1
576,2.57,1,63.75,0,6,69.75,0
901,4.18,1,90,23,26.95,139.95,1
242,1.05,2,33.75,0,13.5,47.25,0
383,2.41,1,52.5,17,6.25,75.75,0
505,1.45,1,52.5,12,5.625,70.125,0
688,2.16,2,75,0,2.25,77.25,0
798,4.02,1,82.5,22,27.125,131.625,1
597,7.26,1,108.75,0,6,114.75,0
1409,6.97,1,135,0,6,141,0
556,4.28,1,75,20,26.95,121.95,1
512,1.51,1,48.75,11,5.95,65.7,0
540,1.4,2,56.25,0,6,62.25,0
1053,6.9,1,120,0,26.625,146.625,1
721,5.05,1,93.75,15,26.625,135.375,1
1019,6.92,1,120,38,5.5,163.5,0
43353,9.22,1,150,0,75.75,225.75,1
1208,5.47,1,116.25,38,33.625,187.875,1
389,1.54,1,45,0,13.5,58.5,0
449,1.3,1,75,0,2.25,77.25,0
561,1.88,1,60,13,6.2,79.2,0
514,1.92,1,56.25,0,6,62.25,0
741,2.08,1,71.25,0,13.5,84.75,0
504,2.8,1,60,0,9.75,69.75,0
940,3.36,1,82.5,0,9.75,92.25,0
360,1.43,1,41.25,9,6.45,56.7,0
5118,4.23,1,82.5,8,5.5,96,0
729,3.7,2,75,0,6,81,0
1162,6.44,2,116.25,0,26.625,142.875,1
1628,5.49,1,131.25,29,13.45,173.7,0
1512,13,1,198.75,45,26.7,270.45,1
1210,5.52,1,112.5,22,34.1,168.6,1
1018,2.91,1,86.25,20,13.45,119.7,0
1055,4.83,1,105,0,6,111,0
1582,7.45,5,161.25,38,26.2,225.45,1
1470,4.17,1,120,44,26.575,190.575,1
538,2.43,1,60,0,6,66,0
978,6.5,1,108.75,0,26.625,135.375,1
227,1.13,1,33.75,10,10.25,54,0
513,2.74,3,60,23,34.375,117.375,1
492,2.51,1,60,14,9.7,83.7,0
278,1.35,1,41.25,0,6,47.25,0
283,1.19,1,37.5,0,6,43.5,0
592,2.4,1,63.75,15,9.45,88.2,0
295,2.59,1,48.75,16,6.425,71.175,0
1201,5.83,1,120,0,26.625,146.625,1
47,0.02,1,18.75,0,6,24.75,0
485,3.23,1,67.5,0,26.625,94.125,1
803,3.65,1,78.75,13,5.75,97.5,0
730,2.93,6,71.25,26,34.45,131.7,1
387,1.35,2,45,13,5.75,63.75,0
1029,8.35,2,135,42,34.425,211.425,1
605,2.91,1,67.5,19,26.45,112.95,1
381,5.39,1,78.75,18,9.45,106.2,0
247,1.03,1,33.75,0,6,39.75,0
1826,6.39,1,150,0,13.5,163.5,0
533,3.85,1,63.75,15,6,84.75,0
